Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-449147,"Signaling by Interleukins",67,646,0.04127004408100684,1.063872867579363E-8,1.4766555402001558E-5,224,505,0.03330255869163809,9606,Homo sapiens,"SNAP25;CDKN1A;CEBPD;CSF1;IL26;CCL3L3;EBI3;TWIST1;FASLG;IRS2;IL1RAP;PIK3CB;PTGS2;FGF2;ICAM1;MAPK8;CCL4;CCL3;IL21R;ITGAX;HMOX1;IL12RB2;LYN;DUSP4;MEF2C;JUN;CCL22;VCAM1;HGF;STAT3;FN1;IL36G;IL17RE;PTPN14;MMP9;NFKB2;NFKBIA;IL1A;CXCL10;IFNG;TNIP2;IL2RA;REL","","R-HSA-450054;R-HSA-452100;R-HSA-452097;R-HSA-450063;R-HSA-452108;R-HSA-1112602;R-HSA-8987266;R-HSA-1112604;R-HSA-8950405;R-HSA-8987270;R-HSA-203797;R-HSA-8982163;R-HSA-8982162;R-HSA-1112587;R-HSA-452122;R-HSA-8982165;R-HSA-913424;R-HSA-8963734;R-HSA-8950423;R-HSA-8950441;R-HSA-449058;R-HSA-6786124;R-HSA-8937656;R-HSA-451634;R-HSA-8950448;R-HSA-8950453;R-HSA-6786095;R-HSA-5684250;R-HSA-5684248;R-HSA-6809140;R-HSA-450133;R-HSA-6786097;R-HSA-9630923;R-HSA-449117;R-HSA-8950485;R-HSA-448603;R-HSA-6784006;R-HSA-5684275;R-HSA-5684273;R-HSA-6788623;R-HSA-6788622;R-HSA-6788628;R-HSA-5684261;R-HSA-448627;R-HSA-9006844;R-HSA-9008894;R-HSA-168053;R-HSA-5684267;R-HSA-8950518;R-HSA-9773803;R-HSA-9009910;R-HSA-6786072;R-HSA-912527;R-HSA-8987150;R-HSA-1112727;R-HSA-8848395;R-HSA-8987141;R-HSA-8987161;R-HSA-6786293;R-HSA-8983059;R-HSA-6784765;R-HSA-6784763;R-HSA-6788346;R-HSA-8987156;R-HSA-209063;R-HSA-9008684;R-HSA-209061;R-HSA-6789325;R-HSA-446634;R-HSA-8983077;R-HSA-9011748;R-HSA-8983078;R-HSA-9008696;R-HSA-446130;R-HSA-448703;R-HSA-209087;R-HSA-9008692;R-HSA-446648;R-HSA-9008694;R-HSA-6784160;R-HSA-8987214;R-HSA-168136;R-HSA-8950340;R-HSA-8950342;R-HSA-8950362;R-HSA-8987230;R-HSA-8950354;R-HSA-446684;R-HSA-446694;R-HSA-168162;R-HSA-446692;R-HSA-168166;R-HSA-209125;R-HSA-446701;R-HSA-8981093;R-HSA-8987236;R-HSA-450292;R-HSA-8950398;R-HSA-912629;R-HSA-199929;R-HSA-8950387;R-HSA-447226;R-HSA-8987255;R-HSA-912627;R-HSA-6785895;R-HSA-8984963;R-HSA-914182;R-HSA-8985988;R-HSA-8987014;R-HSA-8987033;R-HSA-447252;R-HSA-9005980;R-HSA-879917;R-HSA-9008043;R-HSA-6784323;R-HSA-8952749;R-HSA-8987052;R-HSA-8983983;R-HSA-450348;R-HSA-6789960;R-HSA-8983996;R-HSA-8987070;R-HSA-9009072;R-HSA-8848316;R-HSA-8848314;R-HSA-445752;R-HSA-8987063;R-HSA-445753;R-HSA-8987080;R-HSA-9008587;R-HSA-8984012;R-HSA-8950733;R-HSA-8984014;R-HSA-8984001;R-HSA-9008577;R-HSA-8848335;R-HSA-8950210;R-HSA-8950724;R-HSA-508247;R-HSA-8987097;R-HSA-8987096;R-HSA-8983003;R-HSA-8983519;R-HSA-8983518;R-HSA-9012689;R-HSA-8984021;R-HSA-8950740;R-HSA-8984023;R-HSA-451942;R-HSA-919404;R-HSA-8987104;R-HSA-8950757;R-HSA-8952807;R-HSA-6784791;R-HSA-8950780;R-HSA-8950269;R-HSA-8950782;R-HSA-508282;R-HSA-8952823;R-HSA-8950537;R-HSA-6788582;R-HSA-508292;R-HSA-5678544;R-HSA-6789615;R-HSA-446862;R-HSA-9006850;R-HSA-9006873;R-HSA-8983835;R-HSA-446868;R-HSA-8983834;R-HSA-9005340;R-HSA-9006870;R-HSA-448421;R-HSA-8985900;R-HSA-8950063;R-HSA-8983841;R-HSA-446894;R-HSA-9008928;R-HSA-8983845;R-HSA-448427;R-HSA-6797268;R-HSA-8985914;R-HSA-8983870;R-HSA-9012542;R-HSA-6788571;R-HSA-8950583;R-HSA-8985929;R-HSA-8983371;R-HSA-9009485;R-HSA-8983373;R-HSA-9012556;R-HSA-8986446;R-HSA-8983374;R-HSA-8983872;R-HSA-1112538;R-HSA-8983876;R-HSA-8983878;R-HSA-913374;R-HSA-9006431;R-HSA-9009488;R-HSA-6797245;R-HSA-8983379;R-HSA-8983378;R-HSA-8986985;R-HSA-6790022;R-HSA-1112565;R-HSA-8985966;R-HSA-6790029;R-HSA-450027;R-HSA-6790025;R-HSA-1266684;R-HSA-453111;R-HSA-6790038;R-HSA-6790036;R-HSA-6789524;R-HSA-8985981;R-HSA-453104;R-HSA-8950128;R-HSA-8986480;R-HSA-168440;R-HSA-8986994;R-HSA-8985973;R-HSA-452091;R-HSA-6790041"
R-HSA-6783783,"Interleukin-10 signaling",19,86,0.005494154475180477,9.147124491182268E-8,5.0758746011680955E-5,8,15,9.891849116328145E-4,9606,Homo sapiens,"CXCL10;IL1A;CCL22;CSF1;CCL3L3;CCL4;STAT3;CCL3;PTGS2;ICAM1","","R-HSA-8937656;R-HSA-6784791;R-HSA-6784006;R-HSA-6784323;R-HSA-6784160;R-HSA-6790029;R-HSA-6784765;R-HSA-6784763"
R-HSA-6785807,"Interleukin-4 and Interleukin-13 signaling",31,211,0.013479844119338147,1.0986741560969904E-7,5.0758746011680955E-5,24,47,0.0030994460564494858,9606,Homo sapiens,"CDKN1A;VCAM1;CCL22;CEBPD;HGF;STAT3;FN1;TWIST1;FASLG;PTGS2;MMP9;FGF2;ICAM1;IL1A;ITGAX;HMOX1","","R-HSA-6785895;R-HSA-6788582;R-HSA-6790022;R-HSA-6789615;R-HSA-6786095;R-HSA-6788623;R-HSA-6788622;R-HSA-6789325;R-HSA-6790029;R-HSA-6786124;R-HSA-6790025;R-HSA-6789960;R-HSA-6790038;R-HSA-6786293;R-HSA-6790036;R-HSA-6797268;R-HSA-6789524;R-HSA-6788628;R-HSA-6786097;R-HSA-6797245;R-HSA-6788571;R-HSA-6788346;R-HSA-6790041;R-HSA-6786072"
R-HSA-1280215,"Cytokine Signaling in Immune system",90,1088,0.06950744266274836,8.896214128695235E-7,3.0869863026572464E-4,321,785,0.05176734370878396,9606,Homo sapiens,"SNAP25;CDKN1A;CSF1;IL26;FASLG;IRS2;IL1RAP;PIK3CB;FGF2;IFIT3;ICAM1;MT2A;ITGAX;TRIM25;TNFRSF4;EDARADD;DUSP4;MEF2C;HGF;TNFRSF18;IL17RE;MMP9;IL1A;IFNG;CAMK2B;RNASEL;CEBPD;CCL3L3;EBI3;TWIST1;TNFRSF11A;PTGS2;MAPK8;CCL4;CCL3;IL21R;PLCG2;HMOX1;NCAM1;IL12RB2;LYN;JUN;CCL22;VCAM1;CD70;TNFRSF9;STAT3;FN1;IL36G;PTPN14;NFKB2;SMAD7;NFKBIA;CXCL10;TNIP2;IL2RA;REL;TNFSF9","","R-HSA-450054;R-HSA-452100;R-HSA-9732753;R-HSA-452097;R-HSA-450063;R-HSA-452108;R-HSA-1112602;R-HSA-8987266;R-HSA-1112604;R-HSA-8950405;R-HSA-8987270;R-HSA-203797;R-HSA-9732738;R-HSA-8982163;R-HSA-8982162;R-HSA-1112587;R-HSA-452122;R-HSA-8982165;R-HSA-913424;R-HSA-8963734;R-HSA-8950423;R-HSA-389156;R-HSA-8950441;R-HSA-389159;R-HSA-449058;R-HSA-1031716;R-HSA-6786124;R-HSA-1031713;R-HSA-8937656;R-HSA-5668454;R-HSA-451634;R-HSA-1168423;R-HSA-8950448;R-HSA-8950453;R-HSA-9733330;R-HSA-9733331;R-HSA-6786095;R-HSA-5684250;R-HSA-5684248;R-HSA-9733316;R-HSA-6809140;R-HSA-450133;R-HSA-9733314;R-HSA-6786097;R-HSA-1168456;R-HSA-9630923;R-HSA-1168459;R-HSA-449117;R-HSA-8950485;R-HSA-448603;R-HSA-9733323;R-HSA-6784006;R-HSA-5676595;R-HSA-5684275;R-HSA-5676592;R-HSA-5684273;R-HSA-6788623;R-HSA-5668414;R-HSA-6788622;R-HSA-9705726;R-HSA-9833723;R-HSA-6788628;R-HSA-5684261;R-HSA-448627;R-HSA-9006844;R-HSA-9008894;R-HSA-168053;R-HSA-5676589;R-HSA-5684267;R-HSA-8950518;R-HSA-9773803;R-HSA-9009910;R-HSA-6786072;R-HSA-912527;R-HSA-8987150;R-HSA-1112727;R-HSA-8848395;R-HSA-8987141;R-HSA-8987161;R-HSA-9680385;R-HSA-6786293;R-HSA-9680389;R-HSA-9680388;R-HSA-8983059;R-HSA-6784765;R-HSA-6784763;R-HSA-6788346;R-HSA-8987156;R-HSA-209063;R-HSA-9008684;R-HSA-209061;R-HSA-6789325;R-HSA-8985123;R-HSA-9674808;R-HSA-446634;R-HSA-8983077;R-HSA-9011748;R-HSA-8983078;R-HSA-9008696;R-HSA-446130;R-HSA-448703;R-HSA-209087;R-HSA-9008692;R-HSA-446648;R-HSA-9008694;R-HSA-9689680;R-HSA-6784160;R-HSA-8987214;R-HSA-168136;R-HSA-8950340;R-HSA-8950342;R-HSA-8950362;R-HSA-9674816;R-HSA-8987230;R-HSA-5668481;R-HSA-877269;R-HSA-8950354;R-HSA-446684;R-HSA-5675656;R-HSA-446694;R-HSA-168162;R-HSA-5668534;R-HSA-446692;R-HSA-168166;R-HSA-209125;R-HSA-446701;R-HSA-8981093;R-HSA-9732729;R-HSA-8987236;R-HSA-877308;R-HSA-450292;R-HSA-5669024;R-HSA-8950398;R-HSA-912629;R-HSA-8985201;R-HSA-199929;R-HSA-8950387;R-HSA-447226;R-HSA-909552;R-HSA-8987255;R-HSA-912627;R-HSA-6785895;R-HSA-9730967;R-HSA-9734547;R-HSA-8984963;R-HSA-914182;R-HSA-8985988;R-HSA-9818010;R-HSA-8987014;R-HSA-8987033;R-HSA-447252;R-HSA-9005980;R-HSA-879917;R-HSA-9008043;R-HSA-6784323;R-HSA-8952749;R-HSA-9835443;R-HSA-8987052;R-HSA-8983983;R-HSA-450348;R-HSA-6789960;R-HSA-8983996;R-HSA-8987070;R-HSA-9009072;R-HSA-8848316;R-HSA-8848314;R-HSA-445752;R-HSA-8987063;R-HSA-445753;R-HSA-8987080;R-HSA-9008587;R-HSA-8984012;R-HSA-8950733;R-HSA-8984014;R-HSA-8984001;R-HSA-9008577;R-HSA-8848335;R-HSA-8950210;R-HSA-8950724;R-HSA-9680349;R-HSA-9680348;R-HSA-508247;R-HSA-8987097;R-HSA-8987096;R-HSA-8983003;R-HSA-8983519;R-HSA-8983518;R-HSA-9012689;R-HSA-8984021;R-HSA-8950740;R-HSA-9707977;R-HSA-8984023;R-HSA-451942;R-HSA-9705461;R-HSA-919404;R-HSA-9833973;R-HSA-5607731;R-HSA-9705458;R-HSA-5607741;R-HSA-8987104;R-HSA-8950757;R-HSA-9705465;R-HSA-1168767;R-HSA-9705466;R-HSA-8952807;R-HSA-9705467;R-HSA-6784791;R-HSA-8950780;R-HSA-8950269;R-HSA-8950782;R-HSA-5607725;R-HSA-5607726;R-HSA-508282;R-HSA-5607720;R-HSA-5607723;R-HSA-8952823;R-HSA-8950537;R-HSA-6788582;R-HSA-9677585;R-HSA-508292;R-HSA-5678544;R-HSA-6789615;R-HSA-446862;R-HSA-9006850;R-HSA-9006873;R-HSA-1168768;R-HSA-8983835;R-HSA-446868;R-HSA-8983834;R-HSA-9705729;R-HSA-9005340;R-HSA-9677579;R-HSA-1015702;R-HSA-9009936;R-HSA-9009941;R-HSA-1015699;R-HSA-9705738;R-HSA-9006870;R-HSA-9674546;R-HSA-448421;R-HSA-8985900;R-HSA-9674550;R-HSA-8950063;R-HSA-8983841;R-HSA-446894;R-HSA-9008928;R-HSA-8983845;R-HSA-448427;R-HSA-9674558;R-HSA-873919;R-HSA-6797268;R-HSA-873918;R-HSA-8985914;R-HSA-9676071;R-HSA-8983870;R-HSA-9012542;R-HSA-6788571;R-HSA-9674542;R-HSA-8950583;R-HSA-8985929;R-HSA-8983371;R-HSA-9009485;R-HSA-8983373;R-HSA-9012556;R-HSA-5223305;R-HSA-8986446;R-HSA-8983374;R-HSA-8983872;R-HSA-873924;R-HSA-873927;R-HSA-1112538;R-HSA-873926;R-HSA-873921;R-HSA-8983876;R-HSA-5692315;R-HSA-8983878;R-HSA-873922;R-HSA-9674563;R-HSA-9674562;R-HSA-913374;R-HSA-9674567;R-HSA-9006431;R-HSA-9009488;R-HSA-6797245;R-HSA-8983379;R-HSA-8983378;R-HSA-1678841;R-HSA-8986985;R-HSA-6790022;R-HSA-1169395;R-HSA-1678843;R-HSA-1169394;R-HSA-1678842;R-HSA-1112565;R-HSA-8985966;R-HSA-1169398;R-HSA-9817983;R-HSA-6790029;R-HSA-1169403;R-HSA-1169402;R-HSA-8858475;R-HSA-1169405;R-HSA-450027;R-HSA-6790025;R-HSA-1266684;R-HSA-1169406;R-HSA-453111;R-HSA-6790038;R-HSA-6790036;R-HSA-6789524;R-HSA-8985981;R-HSA-453104;R-HSA-8950128;R-HSA-8986480;R-HSA-5675948;R-HSA-168440;R-HSA-8986994;R-HSA-8985973;R-HSA-452091;R-HSA-5675947;R-HSA-6790041"
R-HSA-8877330,"RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)",8,17,0.001086053791605443,2.5721895424712926E-6,7.12496503264548E-4,12,20,0.0013189132155104195,9606,Homo sapiens,"IFNG;IL2RA;TNFRSF18;CTLA4","","R-HSA-8877414;R-HSA-8877493;R-HSA-8877396;R-HSA-8877490;R-HSA-8877360;R-HSA-8877391;R-HSA-8877421;R-HSA-8877485;R-HSA-8877404;R-HSA-8877385;R-HSA-8877369;R-HSA-9006422"
R-HSA-9648895,"Response of EIF2AK1 (HRI) to heme deficiency",8,29,0.0018526799974445793,1.109582098685058E-4,0.02563134647962484,14,20,0.0013189132155104195,9606,Homo sapiens,"PPP1R15A;CEBPB;DDIT3;ATF3","","R-HSA-9635927;R-HSA-9650710;R-HSA-9654774;R-HSA-9655071;R-HSA-9653724;R-HSA-9650722;R-HSA-9654752;R-HSA-9653894;R-HSA-1791118;R-HSA-9653893;R-HSA-9635915;R-HSA-9635912;R-HSA-9653742;R-HSA-9655086"
R-HSA-390522,"Striated Muscle Contraction",9,40,0.002555420686130454,1.9177826121685726E-4,0.03797209572093774,4,4,2.637826431020839E-4,9606,Homo sapiens,"MYBPC3;ACTC1;TNNT2;TNNC1;TPM1;MYL3;DMD;MYH6","","R-HSA-390597;R-HSA-390598;R-HSA-390593;R-HSA-390595"
R-HSA-452723,"Transcriptional regulation of pluripotent stem cells",9,45,0.002874848271896761,4.475411106051874E-4,0.07742461213469742,14,35,0.002308098127143234,9606,Homo sapiens,"EPAS1;SALL4;STAT3;KLF4;FGF2","","R-HSA-452838;R-HSA-480515;R-HSA-2972968;R-HSA-452515;R-HSA-480301;R-HSA-480204;R-HSA-2972960;R-HSA-452392;R-HSA-2895778;R-HSA-480520;R-HSA-1112609;R-HSA-2972956;R-HSA-452894;R-HSA-452958"
R-HSA-9031628,"NGF-stimulated transcription",10,56,0.003577588960582636,5.27976444445355E-4,0.08130837244458466,16,37,0.002439989448694276,9606,Homo sapiens,"EGR2;EGR4;RRAD;NAB1;FOSB;TRIB1","","R-HSA-9613202;R-HSA-9031624;R-HSA-9612534;R-HSA-9613210;R-HSA-9031616;R-HSA-9613213;R-HSA-9612483;R-HSA-9613219;R-HSA-9613476;R-HSA-9612516;R-HSA-9621386;R-HSA-9612073;R-HSA-9621385;R-HSA-9031575;R-HSA-9612076;R-HSA-9612493"
R-HSA-198725,"Nuclear Events (kinase and transcription factor activation)",12,80,0.005110841372260908,7.093300112014367E-4,0.09788754154579826,18,48,0.0031653917172250064,9606,Homo sapiens,"DUSP4;MEF2C;EGR2;EGR4;RRAD;NAB1;FOSB;TRIB1","","R-HSA-9613202;R-HSA-9031624;R-HSA-9612534;R-HSA-9613210;R-HSA-9031616;R-HSA-9613213;R-HSA-9612483;R-HSA-9613219;R-HSA-203797;R-HSA-9613476;R-HSA-9612516;R-HSA-9621386;R-HSA-199929;R-HSA-9612073;R-HSA-9621385;R-HSA-9031575;R-HSA-9612076;R-HSA-9612493"
